user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall,faithfulness_mean,answer_relevancy_mean,context_precision_mean,context_recall_mean
졸업논문 작성은 어떻게 해야돼?,[],"네, 졸업논문을 체계적으로 준비하는 기본 흐름을 다시 정리해 드릴게요. 필요하면 학과나 분야에 맞춘 맞춤 플랜도 만들어 드립니다.

1) 주제 확정과 연구질문
- 관심 분야를 2~3개로 좁히고, 자료 가능성을 확인.
- 검증 가능한 연구질문(또는 가설) 하나를 명확히 설정.
- 주제의 학술적 기여와 실행 가능성을 간단히 정리.

2) 문헌고찰 계획
- 핵심 키워드 목록 만들기.
- 학술 데이터베이스에서 선행 연구 수집(학과 소속 데이터베이스, Google Scholar 등).
- 선행 연구의 이론/결과를 요약표로 정리하고, 연구 갭과 본인의 기여 포인트 파악.

3) 연구 설계/방법 결정
- 연구 설계 유형 선택(실험/설문/사례연구/데이터분석/문헌연구 등).
- 대상/샘플 크기, 자료 수집 도구 결정.
- 분석 방법 명시(통계분석, 질적 분석, 내용분석 등) 및 윤리 고려(필요 시 IRB 여부 확인).

4) 논문 구조 구성
- 일반적 목차 예시: 서론, 이론적 배경/문헌고찰, 방법, 결과, 논의, 결론, 참고문헌, 부록.
- 학과/기관의 양식에 맞춰 형식을 먼저 확인하고 초안 구성.

5) 글쓰기 프로세스
- 개요(outline) 작성: 각 장의 목표를 한두 문장으로 정리.
- 초안은 흐름에 집중(서론→문헌고찰→방법→결과→논의 순으로 핵심 포인트 먼저).
- 피드백 루프를 설정해 주기적으로 반영.
- 편집 순서: 내용·논리 → 문장 다듬기 → 표/그림 및 형식 확인 → 최종 교정.

6) 형식과 인용 관리
- 소속 학과의 참고문헌 스타일 확인(예: APA, MLA, Chicago, IEEE 등).
- 참고문헌 관리도구 사용 권장(Zotero/Mendeley/EndNote).
- 표/그림의 번호 매기기, 캡션 작성, 삽입 위치의 일관성 유지.

7) 작성 팁
- 명료하고 간결하게—핵심 메시지를 먼저 제시.
- 수치와 그림은 독립적으로 이해되도록 구성.
- 주장에 필요한 데이터와 근거를 항상 제시.
- 표절 방지와 인용 정확성 확보.

8) 시간 관리와 일정 예시
- 전체 기간 보통 2~6개월이나, 학과 일정에 맞춰 실제로는 8주 단위로 나누기 좋습니다.
- 예시(6주 기준):
  - 1주차: 주제 확정, 연구질문 확정, 지도교수와 초기 상담
  - 2주차: 문헌고찰 시작, 핵심 이슈 정리
  - 3주차: 연구방법 확정, 데이터 수집 계획 수립
  - 4주차: 자료 수집/정리 시작
  - 5주차: 초안 1차 작성(서론, 이론적 배경, 방법)
  - 6주차: 초안 2차 작성(결과/논의), 피드백 반영
  - 이후: 수정·보완, 최종 교정, 제출

9) 자주 하는 실수 피하기
- 모호한 주제나 연구질문으로 시작  
- 데이터 수집 계획이 불충분하거나 실행 불가  
- 형식/인용 규칙을 초기에 확정하지 않아서 수정 부담 증가  
- 지도교수와의 소통 부족으로 방향성 이탈

10) 체크리스트 요약
- 연구질문 확정
- 선행연구 충분히 수집/정리
- 방법 구체화 및 재현 가능성 확보
- 데이터 수집/분석 계획 구체화
- 초안 작성 → 피드백 반영 → 재작성
- 형식/인용 규정 준수
- 최종 검토(문법/오탈자/일관성) 후 제출

원하시면 학과나 분야에 맞춘 구체적인 맞춤 플랜도 만들어 드릴게요. 현재 주제 아이디어나 지금 가진 데이터 여부, 제출 마감일, 지도교수의 요구사항 등을 알려주시면 바로 맞춤형 일정과 구조를 제안해 드리겠습니다.","공주대 대학원 지침에 따라 논문은 간단·명료하게 작성하며, 제목(국·영문), 목차와 표·그림목차(별지), 본문, 인용문헌, 참고문헌, 초록, 부록의 순으로 구성한다. 본문 전개는 계열별 예시(인문사회/자연공학/예체능)를 따르고, 인용은 ‘저자(연도:쪽)’ 표기, 참고문헌은 규정된 서지 형식과 배열 순서를 따른다. 초록은 A4 1~2매로 국문 논문은 영문초록, 외국문 논문은 국문초록을 첨부한다.",0.0,0.0,0.0,0.0,0.3725,0.3805139892313121,0.0,0.0
학위논문 편집·인쇄 요령 핵심만 알려줘.,[],"다음은 졸업논문 편집·인쇄의 핵심 포인트만 요약한 체크리스트입니다.

- 흐름과 구성 점검
  - 서론-문헌고찰-방법-결과-논의 순서가 논리적으로 연결되는지 확인.
  - 각 장의 목표가 한두 문장으로 명확히 드러나도록 개요를 점검.

- 언어·문체
  - 격식 있는 학술 톤으로 간결하게 다듬기. 모호한 표현·중복 제거.
  - 용어의 일관성 유지(약어 정의 후 전체에서 동일하게 사용).

- 형식·양식
  - 학과/기관의 양식(목차, 제목 수준, 표기 방식, 글꼴/줄 간격, 여백) 준수.
  - 표/그림의 번호 매김, 캡션 형식 일관성 유지.

- 인용·참고문헌
  - 선택한 인용 스타일(A..., MLA, Chicago, IEEE 등)로 일관성 있게 적용.
  - 본문 내 인용과 참고문헌 목록의 항목 매칭 확인.
  - DOI/URL 등 접근 가능한 정보 포함 여부 점검.
  - 참고문헌 관리도구(Zotero/Mendeley/EndNote)로 자동 정렬 가능 여부 확인.

- 표·그림 관리
  - 해상도 300dpi 이상, 필요 시 색상 구분은 흑백 호환성 고려.
  - 표/그림에 명확한 제목과 축/단위 표기.
  - 본문에서 표/그림을 처음 언급하는 위치와 순서를 확인.

- 데이터·윤리
  - 데이터 출처 명시, 비식별화 여부 확인.
  - 인간대상 연구인 경우 IRB 여부와 동의 절차 반영 여부 점검.

- 초안 검토 및 피드백 반영
  - 동료/지도교수 피드백 반영 여부를 확인하고 수정 기록 남기기.

- 최종 검토 항목
  - 맞춤법/띄어쓰기, 숫자 표기, 약자 풀어쓰기, 일관된 용어 사용.
  - 오탈자 및 문맥상 어색한 문장 다듬기.
  - 모든 그림/표의 위치가 흐름상 합리적인지 확인.

- 인쇄용 파일 준비
  - 최종본은 PDF로 저장, 글꼴 임베드 및 페이지 서식 고정.
  - 인쇄 시 필요한 경우 컬러 여부와 흑백 출력 고려, 바인딩 방식에 맞는 여백 조정.
  - 파일 이름 규칙 정리(예: 학과년도_논문제목_버전.pdf).

- 제출 준비
  - 초록(또는 요약)에서 연구질문과 주요 결과를 명확히 제시.
  - 제출 마감일, 제출 경로, 필요 서류(표지/서명란 등) 확인.

필요하면 학과 양식에 맞춘 구체적인 편집 템플릿이나 1페이지짜리 최종 체크리스트도 만들어 드릴게요. 학과명, 양식 규정, 제출 마감일 등 알려주면 바로 적용해 드립니다.","심사위원회 최종 통과 후 1개월 이내 인쇄 제출. 판종 4×6배판(19×26cm), 표지는 흑색 하드 양장 은박(박사는 금박), 본문지 약 80파운드 모조지, 글자 크기(장15/절13/소제목12/본문10~11/주10pt), 편집용지 B5(182×257mm), 줄간격 170~180%, 여백(위2.5/왼2.7/오른1.5/아래3cm), 본문 판면은 별지 양식, 단면 또는 양면 인쇄 가능.",0.0,0.8131617390707773,0.0,0.0,0.3725,0.3805139892313121,0.0,0.0
제본 순서는 어떻게 돼?,[],"다음은 일반적인 졸업논문 제본 순서예요. 학교·학과의 제본 규정을 먼저 확인하는 게 좋습니다.

일반적 제본 순서
- 0) 규정 확인
  - 표지/속지 구성, 제본 방식(와이어, 스프링, 무선제본 등), 여백, 색상, 폰트 등 학교 지침 확인.

- 1) 최종 원고 및 출력물 준비
  - 본문과 부록까지의 페이지 순서가 확정된 PDF final 파일 확보.
  - 표지(front cover), 속지(inner cover), 목차, 리스트(그림/표), 용어집 등 필요한 모든 페이지의 순서를 재확인.

- 2) 표지/속지 디자인 확인
  - 표지에 들어갈 제목,Author, 학과, 제출연월 등 정보가 정확한지 확인.
  - 표지 재질(두께)과 색상, 로고 포함 여부 등 규정에 맞춘 디자인 확정.

- 3) 인쇄 준비
  - 본문은 종이 무게/용지 종류에 맞춰 양면인지 단면인지 결정.
  - 표지/속지는 더 두꺼운 종이를 사용 여부 결정.
  - 모든 페이지에 글꼴이 임베드되어 있는지 확인.

- 4) 실제 인쇄 및 다듬기
  - 페이지 순서에 맞춰 인쇄 후 오려내야 할 경우 정확히 절단.
  - 인쇄물의 끝처리(오탈자 수정 여부) 최종 점검.

- 5) 제본 방식에 따른 바인딩
  - 스프링/와이어 바인딩: 구멍 뚫기 → 링 삽입 → 정렬 및 고정.
  - 무선제본(핀/필름 제본 등): 제본사에 의뢰하거나 가정용 제본기로 처리.
  - 하드커버/소프트커버: 표지 커버 부착 및 내지 정렬 후 커버와 합체.
  주의점: 제본 시 페이지의 순서가 흐트러지지 않도록 최종 정렬 재확인.

- 6) 최종 품질 점검 및 제출용 준비
  - 표지/속지의 접합 상태, 표/그림 캡션 번호, 목차의 페이지 번호 일치 여부 확인.
  - 제출용으로 PDF 최종본, 물리본(제본본) 모두 필요한 경우 각각 점검.
  - 파일명 규칙(예: 학과년도_논문제목_버전.pdf)도 확인.

- 7) 제출
  - 물리본 제본본 제출 장소/수량 확인.
  - 제출일, 제출 경로(학과 사무실, 도서관 등) 확인.

제본 방식별 간단 팁
- 스프링/와이어 바인딩: 두께가 얇을 때 적합. 페이지가 잘 펴지도록 여백과 구멍 위치를 맞춰야 함.
- 무선제본: 깔끔한 외관이지만 두께에 따라 강도가 약해질 수 있음. 표지 고정력 확인 필요.
- 하드커버/소프트커버: 공식적이고 내구성이 좋지만 비용이 증가. 커버에 로고나 학교명 포함 여부 확인.

필요하면 학과명/제본 규정, 예상 페이지 수, 원하는 제본 방식에 맞춰 자세한 순서표와 체크리스트를 맞춤형으로 만들어 드릴게요.","제본 순서는 ①겉표지(별지1) ②백지 1장 ③논문제출지(별지2) ④인준지(석사·박사 별지3/4) ⑤본문(별지5) ⑥초록(국문 논문은 영문초록 별지6, 외국문 논문은 국문초록 별지10) ⑦부록(있을 경우)이다.",0.0,0.7917838307436562,0.0,0.0,0.3725,0.3805139892313121,0.0,0.0
도서관에 제출할 인쇄본은 몇 부야? 어디에 제출해?,[],"학과나 대학원별로 규정이 다르니 정확한 부수와 제출처는 소속 기관의 안내를 먼저 확인하는 게 가장 좋습니다. 아래은 일반적으로 참고할 만한 가이드와 확인 방법입니다.

- 보통 필요한 인쇄본 부수(참고용 범위)
  - 도서관 제출용 인쇄본: 보통 1~2부 정도를 요구하는 학교가 많습니다.
  - 학과/지도교수 보관용: 1부 정도를 추가로 요구하는 경우가 흔합니다.
  - 필요 시 심사위원용, 도서관 미소장용 등으로 추가 부를 더 요구하기도 합니다.
  => 총 3~4부 이상이 필요한 경우가 일반적이지만, 학교마다 다르니 반드시 확인하세요.

- 어디에 제출하나
  - 도서관 제본/제출 창구 또는 도서관 행정실/제출 안내 페이지
  - 대학원 행정실 또는 학과 사무실
  - 심사위원회나 학과지정 제출처가 있다면 그 곳으로도 보내야 할 수 있습니다
  => 제출처는 학교/학과의 공식 안내를 우선 확인하세요.

- 제출 전 확인 포인트
  - 표지/속지 구성, 제본 방식(하드커버, 소프트커버, 무선제본 등) 및 여백 규정 준수 여부
  - 각 부의 표지에 들어가는 정보(제목, 저자명, 학과명, 제출연월 등) 정확성
  - 글꼴 임베딩, 페이지 순서, 목차 번호의 일관성
  - 필요 서류(제출 확인서, 표지 서명란 등) 구비 여부
  - 전자 원문 제출 요건 여부도 함께 확인

원하시면 소속 대학의 학과/전공명을 알려주세요. 그에 맞춘 정확한 부수, 제출처, 제출 마감일 등 구체적인 안내를 바로 드리겠습니다.","인쇄본은 인준날인 원본 1부를 포함하여 총 3부를 제출하며, 제출장소는 중앙도서관 3층 학술정보과이다.",1.0,0.0,0.0,0.0,0.3725,0.3805139892313121,0.0,0.0
원문 파일(전자 제출)은 어떻게 해?,[],"도서관 전자 제출(원문 파일) 방법은 학교마다 조금씩 다르지만, 일반적으로 아래와 같이 진행합니다. 소속 대학의 공식 안내를 반드시 먼저 확인하는 게 가장 정확합니다.

1) 준비물 확인
- 최종 PDF 원문 파일: 본문(필수 부록 포함) 전체가 하나의 PDF로 정리되어 있어야 함.
- 필요 시 추가 파일 여부 확인: 예를 들어 표지 제출용 스캔본, 심사위원용 파일, 부록 데이터 파일 등.
- 메타데이터 입력 정보: 제목, 저자명, 학과/전공, 학위, 제출연월, 학번 등.
- 윤리/저작권 관련 서류: IRB 여부나 윤리 승인 문서가 요구되면 함께 준비.

2) 파일 형식 및 품질 요건
- 파일 형식: 보통 PDF로 제출. 일부 기관은 PDF/A나 특정 버전의 PDF를 요구하기도 함.
- 글꼴 임베딩: 글꼴이 반드시 포함되도록 설정.
- 페이지 구성: 표지/속지 포함 여부, 목차/목록의 페이지 넘김이 정확한지 확인.
- 해상도 및 품질: 그림/도표는 일반적으로 300dpi 이상 권장.
- 파일 크기 및 보안: 비밀번호 설정 금지 unless 필요한 경우만. 너무 큰 파일은 압축이나 해상도 조정으로 최적화.

3) 파일 이름과 메타데이터 예시
- 파일명 예시: 학번_학과_논문제목.pdf
  예) 20250001_컴공_딥러닝을_이용한_이미지_분류_논문.pdf
- 메타데이터 입력 예시: 제목, 저자, 학과, 학위, 제출연월, 키워드 등 학교 시스템이 요구하는 형식에 맞춰 입력.

4) 업로드 절차 (일반적인 흐름)
- 대학원 행정실/도서관의 전자제출 포털에 로그인.
- 전자제출 메뉴에서 논문/학위논문 제출 선택.
- 최종 PDF 원문 파일 업로드.
- 필요 시 추가 파일 업로드(표지 스캔본, 데이터 파일 등).
- 메타데이터 입력 및 확인.
- 제출 확인서/수신증 발급 여부 확인 후 제출 완료.
- 제출 마감일과 제출 경로(도서관 전자제출, 학과 사무실 등)가 정확한지 재확인.

5) 제출 후 점검 포인트
- 전자본과 물리본의 내용/페이지 순서가 일치하는지 재확인.
- 표지 정보(제목/저자/학과/제출연월)가 정확한지 확인.
- 전자 제출 시스템으로 발급된 확인증이나 접수번호를 보관.
- 필요 시 전자 원문 파일의 백업본 보관.

6) 자주 필요한 추가 안내
- 전자 제출 여부를 반드시 확인: 전자 원문 제출이 필요한지, 어떤 형식으로 어떤 파일이 필요한지 등은 학교별로 다릅니다.
- 제출 마감일 확인: 시점에 맞춰 업로드 및 최종 확인을 마치도록 여유 시간을 남겨 두기.
- 이후 인쇄본 제출 여부: 보통 도서관 제출용 인쇄본도 필요한 경우가 많으니, 전자 제출과 함께 인쇄본 제출 규정도 함께 확인.

필요하시다면 소속 대학의 학과/전공명, 주제 아이디어, 제출 마감일 등을 알려주시면 해당 기관의 구체적인 전자 제출 규정에 맞춘 맞춤형 절차와 파일 명명 규칙, 체크리스트를 바로 정리해 드리겠습니다.","도서관 홈페이지(연구·학습지원→학위논문제출) 또는 dCollection에서 온라인으로 원문파일을 제출하며, 제출 방법은 도서관 공고 및 dCollection 안내를 따른다.",0.0,0.0,0.0,0.0,0.3725,0.3805139892313121,0.0,0.0
학위논문 공개는 원칙적으로 어떻게 돼? 비공개 가능해?,[],"대체로 학위논문은 도서관의 저장소에 공개 접근 가능하도록 업로드되지만, 학교마다 예외 규정이 있습니다. 핵심은 아래와 같습니다.

- 원칙: 대부분의 대학은 학위논문을 공개 저장소에 올려 검색 가능하게 만듭니다. 이는 학위 정보, 초록, 본문 일부 등을 포함할 수 있습니다.
- 비공개/임시 공개(에임보로): 연구 데이터의 민감성이나 상업적 가치, 특허 문제 등으로 일정 기간 비공개를 허용하는 경우가 많습니다. 이를 Embargo(임보)라고 부릅니다.
- 임보 기간: 일반적으로 6개월, 1년, 2년 등 다양한 기간을 선택할 수 있으며, 필요 시 연장 가능 여부가 기관 정책에 따라 다릅니다.
- 전면 vs 부분 공개: 기관에 따라 전면 공개를 기본으로 하되, 일부 부분(예: 본문 전체 대신 초록/목차만 공개) 또는 전면 비공개를 허용하는 경우가 있습니다. 다만 전면 비공개는 흔치 않고, 정책상 불가한 경우도 있습니다.
- 절차: 보통 졸업논문 제출 시 임보 여부를 함께 신청하고, 사유를 명시해야 하며 IRB/저작권 등 관련 요건 확인이 필요합니다.
- 주의점: 임보를 설정하더라도 물리본 제출이나 메타데이터는 규정에 맞춰야 하며, 전자 원문 제출 시 노출 범위가 임보에 맞게 적용되는지 확인이 필요합니다.

다음 단계 제안
- 소속 대학의 학과/대학원 행정실이나 도서관 안내 페이지에서 논문 공개 정책과 임보 가능 여부를 확인하세요.
- 가능하다면 임보 기간을 어떤 기간으로 설정할지, 어떤 부분을 비공개로 할지(전체/일부)를 결정하고 신청서를 제출합니다.
- 필요 시 지도교수와 상의해 임보 사유를 구체적으로 명시하고, 저작권/데이터 보안 관련 서류를 준비합니다.
- 정확한 정책은 소속 기관에 따라 다르므로, 학교/학과 이름을 알려주시면 해당 기관의 구체적 규정과 절차를 바로 안내해 드리겠습니다.

원하시면 특정 대학의 정책을 확인해 맞춤형 안내나 임보 신청 샘플 문서를 만들어 드리겠습니다. 대학명과 학과를 알려주세요.","학위논문은 원칙적으로 공개하며, 특별히 비공개할 사유가 있는 경우 학위논문 저작권 비동의 사유서를 첨부하여 비공개를 신청할 수 있다.",0.0,0.0,0.0,0.0,0.3725,0.3805139892313121,0.0,0.0
How can I extend my visa in Korea?,[],"Yes. If you’re in Korea on a student visa (usually D-2) you can extend your stay by applying for a visa extension with the immigration office (HiKorea). Here’s a concise guide to get you started, plus tips to customize it to your situation.

What to do (overview)
1) Check the expiration date and apply early
- Start the process well before your current permission to stay expires (ideally 1–2 months in advance; many offices accept up to 3 months before expiry).

2) Get help from your university
- Visit your International Student Office or the graduate school admin. They can confirm the exact documents you need and may help with enrollment/status proofs.

3) Gather documents (typical for D-2 extension)
- Passport and current Alien Registration Card (ARC) or stay permit details.
- Completed extension application form (available on HiKorea or at the immigration office).
- Certificate of Enrollment (재학증명서) showing you are currently enrolled.
- Transcript or progress report for the current term.
- Financial evidence (e.g., bank statements, scholarship/tuition sponsorship) showing you can support yourself during extended stay.
- School-related documents if required (e.g., study plan, supervisor’s letter, research progress for thesis students).
- Passport-sized photo (if required by the office).
- Any IRB/ethics approvals or other documents your university or sponsor requires.
- Processing fee (amount varies by visa type; expect around several tens of thousands of KRW).

4) Submit the application
- You can usually submit online via HiKorea or at a local Immigration Office. Some universities offer a submission coordination service.
- Ensure your current status is valid through the submission date.

5) After submission
- You may be asked for an interview or to provide additional documents.
- Processing times vary (often days to a few weeks). Do not travel outside Korea while a renewal is pending unless the office says it’s allowed.

6) Receive your extended permission
- If approved, you’ll get a new stay period and, typically, a new stamp or updated ARC-details. Some offices issue a new digital record rather than a sticker.

Tips and notes
- Always confirm exact requirements with HiKorea and your university because documents and fees can vary by applicant situation and changes in policy.
- If you plan to work while studying or change status later, ask your international office what options are allowed under your extension.
- Avoid overstay. If renewal seems unlikely before expiry, contact the immigration office or your university ASAP to discuss a possible temporary extension or other options.
- Keep copies of all documents and the confirmation/receipt from the immigration system.

If you share a few specifics, I can tailor a checklist and timeline for you:
- Your university and department
- Current visa type and expiration date
- Whether you’re still enrolled or finishing a degree (e.g., defending a thesis)
- Your financial sponsor and amount available
- Any special requirements from your advisor or department

Sources for official steps (recommended)
- HiKorea (Immigration information portal) and your local Immigration Office page
- Your university’s International Office or Graduate Office procedures

Would you like me to draft a personalized, step-by-step extension plan based on your exact details (university, deadline, and sponsor data)?","You can apply from up to 3 months before your stay expires until the expiration date. For a general extension (undergraduate/graduate), prepare: application, passport copy, ARC, transcript, enrollment certificate, tuition payment receipt, proof of residence, the fee of 60,000 KRW, and financial proof of at least 8,000,000 KRW per year; if your last-semester GPA is below C/2.0, include a statement of reasons.",1.0,0.9511822470312771,0.0,0.0,0.3725,0.3805139892313121,0.0,0.0
What documents do I need for the extension?,[],"Here are the common documents you’ll typically need to extend a student visa (D-2) in Korea. Exact requirements can vary by university and immigration office, so it’s best to confirm with your international student office and HiKorea.

Standard documents
- Passport and Alien Registration Card (ARC): originals and a copy of the photo page and current ARC details.
- Current visa/Stay permit information: proof of your current status and its expiration date.
- Completed extension application form: usually available on HiKorea or at the immigration office.
- Certificate of Enrollment (재학증명서) or official proof that you are enrolled and actively studying.
- Transcript or progress report for the current term: shows your academic standing and progress.
- Financial evidence: demonstrate you can support yourself during the extended stay.
  - Bank statements for the last 3–6 months
  - Scholarship award letter or sponsor letter (if applicable)
  - Official tuition/payment receipts or proof of funding
- Study-related documents (as applicable to thesis/research students)
  - Study plan or research plan outlining your current and planned activities
  - Supervisor’s letter confirming ongoing supervision and expected progress
- Research/ethics documents (if your work involves human subjects)
  - IRB approval or ethics clearance (if required by your project)
- Photographs: typically a passport-style photo meeting the office’s specifications (size may vary)
- Additional university documents (when requested)
  - Letter from department or supervisor confirming enrollment status and expected graduation/defense date
  - Any departmental forms or letters specific to your program
- Administrative / processing fees
  - Application fee (amount varies)

Electronic submission specifics (HiKorea/immigration portal)
- If you must submit electronically, ensure: PDFs with embedded fonts, images at suitable resolution (often 300 dpi for figures), and properly named files.
- File naming examples may be requested by the system (e.g., your student ID, department, and document type).
- Keep the submission receipt/confirmation number.

Optional or situation-specific items
- Proof of housing or accommodation (not always required, but may be asked in some cases)
- Proof of language study or program-specific requirements
- Letters of recommendation or extra faculty letters if requested by the university

Tips
- Start gathering documents early; aim to apply 1–2 months before your current permission expires (some offices accept up to 3 months prior).
- Coordinate with your university’s international office for exact requirements and any program-specific items.
- If an interview or additional documents are requested, respond promptly to avoid delays.
- After submission, monitor for any requests for corrections or supplementary documents.

If you share specific details (university/department, current status, funding, and your target extension date), I can customize this list into a tailored checklist and even draft templates for you.","For a general extension: ① application ② passport copy ③ ARC ④ transcript ⑤ enrollment certificate ⑥ tuition payment receipt ⑦ proof of residence ⑧ fee 60,000 KRW ⑨ financial proof ≥ 8,000,000 KRW per year ⑩ statement of reasons if last-semester GPA < C/2.0.",0.0,0.0,0.0,0.0,0.3725,0.3805139892313121,0.0,0.0
How much is the extension fee?,[],"Fees for extending a student visa (D-2) in Korea are not fixed nationwide and can vary by office and submission method. Here’s what you can expect:

- Typical range: about 50,000 to 70,000 KRW for the extension application. Many offices standardize around 60,000 KRW.
- Online vs in-person: the basic extension fee is usually the same, but some online portals may add a small processing fee. Check the HiKorea portal for your district.
- Additional costs you might encounter: photo fees, translation or certification of documents, notarization, copies, or any university/agency handling fees if you use their service.

To get an exact amount for your case:
- Check the fee schedule on HiKorea for your local Immigration Office.
- Ask your university’s International Office or Graduate School admin for the precise amount and payment method.
- If you share your city/office and whether you’ll submit online or in person, I can give you a precise figure and a tailored checklist.","The extension fee is 60,000 KRW. Government Scholarship (GKS) students are exempt only from the revenue stamp if they submit the scholarship certificate; other fees still apply as specified.",0.0,0.0,0.0,0.0,0.3725,0.3805139892313121,0.0,0.0
What are the financial requirements for an extension?,[],"Here’s what typically counts as the financial requirement for extending a student visa (D-2) in Korea. Exact amounts are set by HiKorea/immigration and your university, so use these as a guide and confirm with your international office.

What funds must cover
- Extended stay living expenses: rent, meals, transportation, utilities, books, personal costs, etc.
- Any remaining tuition and mandatory fees for the extended period (if not already paid).
- Funds should be readily accessible for the duration of the extension.

How much to show (method, not a fixed number)
- There is no universal minimum you must meet; offices assess based on your planned extension period and local living costs.
- A practical approach: estimate your extended period (e.g., 6 or 12 months) and calculate:
  - Estimated monthly living costs in your city and campus life
  - Add any upcoming tuition/fees for that period
  - Total = requested extension funds
- City/lifestyle matters: living costs in Seoul are typically higher than in smaller cities; adjust your estimate accordingly.
- If you have scholarships, stipends, or sponsor support, include the exact coverage amount and duration.

Documents to prove funds
- Bank statements: last 3–6 months, showing sufficient balance and steady transactions.
- Sponsor letter (if a family member or other person is funding you): include sponsor’s name, relationship to you, contact info, and confirmation of ongoing support; attach sponsor’s bank statements or income proof.
- Scholarship or grant letter: amount, duration, and what it covers (tuition, living costs, etc.).
- Tuition receipts or official funding letters indicating coverage for the extension period.
- Proof of readily accessible funds: readily withdrawable funds, not just long-term assets; if funds are in fixed deposits or investments, provide documents showing liquidity or an available withdrawal plan.
- Translations: if required, have documents translated into Korean or English (as specified by HiKorea/your university).
- Any additional university documents: department letters confirming continued enrollment and expected progress or extension needs.

Tips to strengthen your submission
- Use clearly labeled documents with amounts, dates, and currency.
- Show a stable funding source (consistent monthly deposits, sponsor income, or scholarship disbursement schedules).
- Explain any large one-time transfers or unusual transactions with a concise note.
- Ensure the official name on all documents matches your passport/ARC.
- Check whether your university’s international office has a preferred format or template (they often do).

Next steps
- If you share:
  - City or campus (Seoul, Busan, etc.)
  - University and department
  - Extension duration (six months, 12 months, etc.)
  - Funding sources (self-funded, scholarship, sponsor)
  - Any upcoming tuition or fees
I can tailor a precise funding amount target, a checklist, and ready-to-use templates (funds calculation sheet, sponsor/confirmation letters, and a sample financial support letter) for your situation.","For a general extension, you need financial proof of at least 8,000,000 KRW per year. For completion extensions, the amount is calculated as (1,000,000 KRW × number of months to extend + tuition) × 0.5, e.g., 12 months → 8,000,000 KRW.",0.0,0.0,0.0,0.0,0.3725,0.3805139892313121,0.0,0.0
